timestamp,open,high,low,close,volume,datetime,symbol
1777179000000,77739.22,77800.08,77711.58,77800.08,0.0127,2026-04-26 04:50:00+00:00,BTC/USDT
1777179300000,77760.21,77784.91,77760.21,77784.91,0.00137,2026-04-26 04:55:00+00:00,BTC/USDT
1777179600000,77704.11,77704.11,77704.11,77704.11,0.00069,2026-04-26 05:00:00+00:00,BTC/USDT
1777179900000,77738.04,77823.8,77724.78,77823.8,0.00603,2026-04-26 05:05:00+00:00,BTC/USDT
1777180200000,77783.97,78136.69,77783.97,78109.51,0.05879,2026-04-26 05:10:00+00:00,BTC/USDT
1777180500000,78136.69,78175.08,78039.64,78162.88,0.28525,2026-04-26 05:15:00+00:00,BTC/USDT
1777180800000,78071.47,78071.47,78071.47,78071.47,0.00064,2026-04-26 05:20:00+00:00,BTC/USDT
1777181100000,78039.83,78175.07,78039.83,78175.07,0.01348,2026-04-26 05:25:00+00:00,BTC/USDT
1777181400000,78175.07,78175.07,78175.07,78175.07,0.0,2026-04-26 05:30:00+00:00,BTC/USDT
1777181700000,78034.51,78034.51,78034.51,78034.51,6e-05,2026-04-26 05:35:00+00:00,BTC/USDT
1777182000000,78040.49,78049.71,78040.49,78049.71,0.01334,2026-04-26 05:40:00+00:00,BTC/USDT
1777182300000,78034.51,78047.55,78015.09,78047.55,0.00063,2026-04-26 05:45:00+00:00,BTC/USDT
1777182600000,78033.54,78033.54,78033.54,78033.54,5e-05,2026-04-26 05:50:00+00:00,BTC/USDT
1777182900000,78033.54,78033.54,78033.54,78033.54,0.0,2026-04-26 05:55:00+00:00,BTC/USDT
1777183200000,78040.6,78040.6,78032.31,78032.31,0.01291,2026-04-26 06:00:00+00:00,BTC/USDT
1777183500000,78011.73,78024.93,78011.73,78024.93,0.00012,2026-04-26 06:05:00+00:00,BTC/USDT
1777183800000,78020.57,78020.57,78019.06,78019.06,0.00212,2026-04-26 06:10:00+00:00,BTC/USDT
1777184100000,77959.3,77959.31,77958.05,77958.05,0.00527,2026-04-26 06:15:00+00:00,BTC/USDT
